datetime,user_id,count,event,score
2020-01-28 23:41:56,USER3401,8000,event3,70.2123750605
2020-01-29 06:56:04,USER5475,3500,event3,8.435891272
2020-01-29 07:59:40,USER2934,6500,event3,17.2489619927
2020-01-29 09:10:40,USER1410,2500,event3,59.5875874601
2020-01-29 09:19:10,USER0980,2500,event3,64.8497018182
2020-01-29 12:11:47,USER7105,1000,event1,76.5294465433
2020-01-29 14:11:43,USER7194,8000,event3,32.9258315979
2020-01-29 14:58:39,USER7690,4500,event2,77.3977865872
2020-01-29 18:17:28,USER8260,8000,event3,67.6444251599
2020-01-29 22:22:03,USER4866,2000,event1,25.8356491195
2020-01-29 23:48:28,USER9849,1500,event3,67.4876057258
2020-01-30 00:19:08,USER7534,4500,event2,7.7326885121
2020-01-30 01:43:58,USER6117,3000,event2,4.6226160382
2020-01-30 02:40:51,USER8024,3000,event3,83.6500254887
2020-01-30 03:27:15,USER2186,6000,event3,34.4454210781
2020-01-30 05:55:26,USER7548,9500,event3,75.3846301589
2020-01-30 06:09:08,USER8704,10000,event2,76.1420977109
2020-01-30 06:53:23,USER3831,10000,event3,88.7592300299
2020-01-30 09:43:47,USER0320,9500,event3,45.8457844388
2020-01-30 11:27:02,USER3600,2000,event1,60.0950661843
2020-01-30 11:55:58,USER5518,5000,event3,66.4367162681
2020-01-30 13:46:01,USER4300,5000,event3,9.5468034325
2020-01-30 13:58:31,USER9181,5500,event3,-5.2401960304
2020-01-30 15:08:47,USER7587,3500,event3,-1.4226684371
2020-01-30 15:45:01,USER7873,10000,event3,38.3067425376
2020-01-30 17:36:39,USER2862,2000,event3,-7.5557512787
2020-01-30 18:26:21,USER4629,3500,event3,11.0746833746
2020-01-30 18:31:53,USER7746,6000,event3,-3.2241974139
2020-01-30 19:08:31,USER6128,2500,event3,57.7915001328
2020-01-30 23:33:53,USER0301,500,event3,44.8987573451
2020-01-31 00:04:37,USER3524,2500,event3,26.2474732852
2020-01-31 00:34:06,USER7305,1000,event1,5.8011286867
2020-01-31 01:42:18,USER9151,9500,event1,46.0547600693
2020-01-31 02:42:56,USER1661,5000,event3,53.5286693967
2020-01-31 04:08:57,USER9996,4500,event3,50.9461461649
2020-01-31 08:43:40,USER5229,6500,event2,51.2696419611
2020-01-31 09:14:01,USER3752,8500,event3,63.1100620302
2020-01-31 09:26:55,USER6725,5000,event3,56.6911918825
2020-01-31 11:35:55,USER9072,4500,event1,82.4881977152
2020-01-31 12:41:09,USER1236,500,event1,10.5073305191
2020-01-31 14:03:00,USER5044,8000,event3,26.8001912834
2020-01-31 20:24:31,USER8067,9000,event3,14.3836814696
2020-01-31 21:28:10,USER3114,5500,event1,14.9045748821
2020-01-31 21:30:16,USER2849,4000,event3,26.7810111831
2020-02-01 00:36:38,USER1349,7000,event2,76.1296708528
2020-02-01 01:02:18,USER8639,1000,event3,17.1898973373
2020-02-01 01:07:50,USER3043,1500,event3,44.0545098075
2020-02-01 01:41:50,USER9811,10000,event3,80.7658829587
2020-02-01 02:02:00,USER8990,1500,event3,-7.621925769
2020-02-01 02:11:40,USER3318,2500,event3,75.8502254992
2020-02-01 02:13:30,USER7250,3000,event2,86.1111609153
2020-02-01 09:20:51,USER3445,8500,event3,66.8240470112
2020-02-01 13:07:04,USER4613,8000,event1,83.1023433011
2020-02-01 17:01:16,USER9485,8500,event3,37.5675189311
2020-02-01 17:53:23,USER5906,4500,event3,72.9378871109
2020-02-01 18:53:50,USER8057,5000,event3,58.8787637119
2020-02-01 19:38:27,USER8234,5000,event1,35.2116130403
2020-02-01 23:10:15,USER6551,7000,event2,61.6076801422
2020-02-02 00:28:22,USER8524,8000,event2,73.4533832711
2020-02-02 01:40:50,USER6670,3000,event3,58.6854450012
2020-02-02 02:19:16,USER4734,4500,event2,-7.5669271054
2020-02-02 05:03:29,USER0934,500,event3,24.9630074191
2020-02-02 06:22:29,USER6129,2500,event3,22.0614163868
2020-02-02 08:19:13,USER0306,8000,event3,80.4221121575
2020-02-02 08:56:41,USER7576,2500,event3,58.7861499993
2020-02-02 15:56:23,USER3653,3500,event3,35.4868665823
2020-02-02 16:57:24,USER4376,4000,event3,0.8785103197
2020-02-02 18:48:07,USER4168,7500,event3,63.4958339789
2020-02-02 19:29:22,USER7231,8500,event3,55.3515031226
2020-02-02 19:39:58,USER4845,3500,event3,65.7173935771
2020-02-02 21:48:57,USER2029,8500,event2,39.1852297948
2020-02-02 22:28:20,USER7843,5000,event3,64.0985365529
2020-02-02 22:41:56,USER5551,7500,event1,47.9555350288
2020-02-02 23:14:11,USER9239,2500,event3,59.8169992647
2020-02-03 02:39:48,USER8327,5500,event3,60.6582540994
2020-02-03 03:42:50,USER8006,9500,event3,42.9397172043
2020-02-03 05:35:56,USER3645,1500,event3,58.8023317507
2020-02-03 05:38:01,USER6672,8000,event1,31.8444351446
2020-02-03 05:57:29,USER1415,4500,event2,33.0636757023
2020-02-03 10:10:07,USER8313,6000,event2,43.5542595887
2020-02-03 10:15:28,USER6398,9500,event3,23.8157256941
2020-02-03 10:43:15,USER0510,6500,event3,73.4268989789
2020-02-03 11:44:31,USER7280,2000,event1,53.7608764803
2020-02-03 12:06:32,USER7174,8500,event3,69.6256804624
2020-02-03 12:50:29,USER3155,4000,event3,32.1512274725
2020-02-03 15:27:22,USER8131,7500,event3,66.5927544575
2020-02-03 17:32:37,USER6778,7500,event2,42.9104103126
2020-02-03 18:02:26,USER3466,8500,event2,44.4012577254
2020-02-04 00:32:31,USER2431,0,event3,12.3440376291
2020-02-04 00:41:38,USER9771,5500,event3,45.703826043
2020-02-04 03:33:47,USER4981,5500,event2,38.5051128913
2020-02-04 05:39:11,USER0664,8000,event3,25.9711135862
2020-02-04 05:43:28,USER1149,9500,event3,-5.1508414405
2020-02-04 08:46:10,USER0573,3500,event3,55.7274876583
2020-02-04 09:10:21,USER5600,1500,event3,31.4379517059
2020-02-04 13:55:49,USER0368,2500,event3,-7.9883258588
2020-02-04 15:38:47,USER0053,4500,event3,29.7768356564
2020-02-04 17:38:59,USER4426,1000,event2,25.329370224
2020-02-04 19:17:03,USER9020,7000,event2,9.9557549722
2020-02-04 19:47:40,USER7752,5500,event3,58.9963857536
2020-02-04 22:02:28,USER2129,1500,event3,18.0862102118
2020-02-04 22:53:41,USER0495,7500,event2,31.3295044683
2020-02-04 22:59:46,USER9560,2500,event3,88.443378663
2020-02-05 01:01:50,USER6835,2000,event3,55.0918414021
2020-02-05 03:51:44,USER5162,3500,event3,18.0320840926
2020-02-05 03:55:26,USER8646,500,event3,34.4017843195
2020-02-05 06:14:37,USER7026,7500,event3,45.6278746107
2020-02-05 06:18:27,USER7818,5000,event3,49.9587975768
2020-02-05 07:15:52,USER2062,4000,event3,8.4735403921
2020-02-05 10:49:39,USER7982,500,event3,69.2460034717
2020-02-05 10:54:46,USER6494,7500,event3,17.4478795446
2020-02-05 12:12:32,USER6634,6500,event2,52.9867202167
2020-02-05 14:42:39,USER7280,4500,event3,-8.227430214
2020-02-05 16:12:51,USER2559,5500,event3,80.8615365528
2020-02-05 16:40:46,USER6915,1500,event3,26.4228851651
2020-02-05 17:31:05,USER9462,5500,event3,72.226598028
2020-02-05 21:28:30,USER1269,10000,event1,75.5163510667
2020-02-05 21:51:28,USER9248,5500,event2,56.0093898728
2020-02-06 01:51:51,USER0981,3000,event2,29.3325884749
2020-02-06 02:41:29,USER6071,6000,event3,40.5474092623
2020-02-06 04:56:30,USER2466,1000,event3,67.2984187726
2020-02-06 07:51:59,USER6642,4000,event3,54.7690223192
2020-02-06 08:28:17,USER9546,3500,event3,21.3580907474
2020-02-06 12:34:29,USER0614,5500,event2,-7.5021028966
2020-02-06 14:00:33,USER8283,9000,event3,0.963082121
2020-02-06 16:02:31,USER1157,8500,event3,31.6930969109
2020-02-06 18:13:52,USER8065,8500,event2,80.8911525045
2020-02-06 20:20:09,USER7712,8500,event1,54.1819727292
2020-02-06 23:36:15,USER2533,6000,event3,45.358759506
2020-02-07 01:01:51,USER8133,6500,event3,22.7953304918
2020-02-07 03:31:49,USER3258,9000,event3,82.4750214368
2020-02-07 03:34:48,USER4535,2500,event3,3.1874710379
2020-02-07 05:19:08,USER6235,2000,event3,47.9140839792
2020-02-07 06:54:43,USER2184,8000,event1,87.7190764439
2020-02-07 09:23:16,USER3554,1000,event3,3.1066047946
2020-02-07 10:20:43,USER2523,6500,event3,26.1473950008
2020-02-07 11:15:19,USER8973,5000,event3,-7.1372336353
2020-02-07 12:21:49,USER7967,1500,event3,51.2015661946
2020-02-07 13:30:44,USER5280,8000,event3,1.034271052
2020-02-07 13:49:55,USER1840,6500,event3,69.4874377535
2020-02-07 16:37:32,USER0351,8000,event3,26.5832024371
2020-02-07 18:49:35,USER4484,4000,event3,84.3052247968
2020-02-07 19:44:59,USER7771,6500,event2,14.1519329835
2020-02-07 19:49:50,USER8711,4000,event2,82.5615827077
2020-02-07 20:17:15,USER0608,9000,event2,32.4989623414
2020-02-07 21:38:40,USER9223,2000,event2,54.0631478923
2020-02-07 23:10:09,USER0947,0,event2,2.1475539474
2020-02-08 00:00:37,USER5977,3000,event3,52.8808817022
2020-02-08 01:02:14,USER4911,0,event3,74.4051907993
2020-02-08 02:02:58,USER9470,5500,event3,28.2934474421
2020-02-08 02:39:58,USER8683,8000,event3,17.3692781396
2020-02-08 03:22:20,USER6025,1000,event1,-3.0353180001
2020-02-08 05:10:59,USER4163,9000,event3,28.5552713001
2020-02-08 06:03:21,USER2109,4500,event3,89.2302892589
2020-02-08 07:32:06,USER7748,9000,event3,-3.6313509581
2020-02-08 08:27:21,USER8126,4000,event3,61.0711416425
2020-02-08 09:16:42,USER2483,4000,event3,81.9210596337
2020-02-08 09:32:14,USER1673,1000,event3,11.9334244152
2020-02-08 11:47:09,USER4846,2500,event2,62.3281354019
2020-02-08 14:44:43,USER5012,2000,event3,22.131329265
2020-02-08 14:53:08,USER4731,500,event3,-9.0926860101
2020-02-08 15:08:16,USER2822,4500,event3,87.365749639
2020-02-08 18:23:06,USER7444,1500,event3,14.5968489262
2020-02-08 19:08:26,USER5402,9500,event3,42.1630639281
2020-02-09 02:25:40,USER0213,7000,event2,9.3599853372
2020-02-09 02:42:28,USER8171,8500,event3,17.9253618178
2020-02-09 03:35:51,USER1818,4000,event3,79.0185526103
2020-02-09 03:44:08,USER5613,1000,event3,51.652719081
2020-02-09 06:54:44,USER4091,6000,event3,21.8700318556
2020-02-09 08:20:32,USER4887,2000,event2,1.8371757888
2020-02-09 08:47:35,USER0375,7500,event3,74.3523595368
2020-02-09 10:31:17,USER2157,6000,event1,-4.4588959063
2020-02-09 11:07:03,USER8792,500,event1,67.3543231538
2020-02-09 12:53:56,USER6886,1000,event3,41.957675799
2020-02-09 13:42:08,USER9451,7000,event2,24.8935618658
2020-02-09 14:48:26,USER3335,1000,event1,10.1431764437
2020-02-09 15:24:37,USER8056,9000,event3,73.3428335373
2020-02-09 16:08:32,USER4675,7500,event2,81.1395158594
2020-02-09 18:08:31,USER4873,3000,event2,65.4008023937
2020-02-09 18:17:19,USER8897,9000,event3,87.1609906877
2020-02-09 19:27:46,USER1952,4500,event3,18.9963602084
2020-02-09 22:11:39,USER5773,7000,event2,46.9818772555
2020-02-09 23:02:10,USER3249,1500,event2,55.1554151342
2020-02-09 23:56:37,USER7911,3000,event3,82.7306878673
2020-02-10 00:40:41,USER2715,3000,event3,68.8742179331
2020-02-10 01:04:45,USER3243,9500,event3,84.7067604454
2020-02-10 01:26:48,USER8086,2500,event3,19.883220013
2020-02-10 03:24:34,USER5400,4000,event3,72.9976686826
2020-02-10 03:54:22,USER5539,3500,event3,51.6522147344
2020-02-10 06:02:13,USER0269,5500,event2,-2.6180862073
2020-02-10 08:03:56,USER4473,0,event3,76.0260178349
2020-02-10 08:05:25,USER2055,3500,event3,52.5024771895
2020-02-10 13:17:56,USER2393,4000,event3,43.454523871
2020-02-10 14:26:16,USER7164,4500,event3,26.0001830945
2020-02-10 15:57:50,USER4895,9000,event3,46.9720792865
2020-02-10 17:32:12,USER4959,500,event1,82.3141401324
2020-02-10 18:05:19,USER6008,0,event3,63.3787776837
2020-02-10 19:44:00,USER7084,6000,event1,-6.8179106868
2020-02-10 21:27:59,USER2215,2500,event1,31.8119135577
2020-02-10 22:45:28,USER4656,6500,event3,77.3589041182
2020-02-10 23:26:55,USER9189,9000,event2,54.903477613
2020-02-11 00:28:37,USER3650,5000,event3,-9.0759202747
2020-02-11 00:58:06,USER7069,2500,event3,56.0890778167
2020-02-11 03:16:29,USER2898,10000,event3,-8.8026742164
2020-02-11 05:17:03,USER3333,6000,event2,-2.1023361736
2020-02-11 06:17:01,USER2537,6500,event3,27.1956494556
2020-02-11 07:35:51,USER7748,4500,event3,-7.8087612535
2020-02-11 12:25:05,USER5828,0,event3,52.6338987356
2020-02-11 13:33:21,USER3320,3000,event3,69.0610982858
2020-02-11 13:36:05,USER5734,9000,event2,31.6919700398
2020-02-11 15:06:35,USER6123,2500,event3,29.7831195531
2020-02-11 15:31:56,USER7298,3500,event2,89.1149223207
2020-02-11 20:15:04,USER1876,7500,event3,85.2873793057
2020-02-11 21:20:01,USER3993,3500,event3,6.4299151688
2020-02-11 21:56:48,USER5156,500,event3,33.3000974327
2020-02-11 22:39:09,USER8295,4000,event3,9.9363306918
2020-02-11 23:11:08,USER3057,1500,event3,74.411095327
2020-02-11 23:46:12,USER8534,3500,event2,42.7480319656
2020-02-12 03:23:00,USER5724,3500,event3,4.0394845404
2020-02-12 05:32:12,USER8551,3000,event3,65.0056630271
2020-02-12 10:28:25,USER1496,6500,event1,81.7395408886
2020-02-12 11:32:37,USER3517,10000,event3,59.4955133461
2020-02-12 14:25:06,USER4579,2500,event3,41.5335529459
2020-02-12 14:41:27,USER1931,0,event3,33.677785113
2020-02-12 15:58:22,USER1516,9000,event3,48.8721378495
2020-02-13 03:21:29,USER0055,4000,event3,18.0620417781
2020-02-13 04:03:10,USER7249,3000,event1,39.1282034841
2020-02-13 04:54:22,USER2067,10000,event2,35.3000804584
2020-02-13 07:37:05,USER3041,6500,event3,18.0278238282
2020-02-13 08:02:25,USER0194,0,event3,16.9623013332
2020-02-13 08:17:21,USER4414,4000,event2,41.4341062513
2020-02-13 12:21:04,USER8974,9000,event3,85.8716808306
2020-02-13 13:01:24,USER0380,2000,event3,32.4351123878
2020-02-13 15:11:07,USER7946,6000,event3,8.0547629549
2020-02-13 17:02:32,USER2308,8500,event3,55.5480234034
2020-02-13 20:26:00,USER7022,4500,event1,66.0669614361
2020-02-13 22:00:46,USER1244,9000,event3,10.2706664616
2020-02-14 02:31:32,USER6259,5500,event2,-2.0777390924
2020-02-14 03:02:03,USER8867,9000,event3,52.9001143896
2020-02-14 03:05:47,USER5862,9500,event3,20.8367598575
2020-02-14 03:20:31,USER5725,9500,event3,35.5420942925
2020-02-14 04:24:33,USER6363,3000,event1,-5.2136191116
2020-02-14 04:31:16,USER1129,4500,event3,20.6893549693
2020-02-14 06:08:21,USER2600,1500,event1,79.2801500494
2020-02-14 07:25:53,USER8867,500,event3,70.5909576975
2020-02-14 08:51:10,USER9470,6500,event3,-9.6421446025
2020-02-14 10:10:04,USER6621,8000,event3,-5.5327527783
2020-02-14 10:21:04,USER7124,4000,event2,36.1417706288
2020-02-14 10:40:18,USER7769,2000,event3,6.5458426214
2020-02-14 11:36:29,USER1284,1500,event3,20.5985835319
2020-02-14 16:34:24,USER2047,5500,event1,56.0567881382
2020-02-14 17:53:41,USER8093,7500,event3,41.2371480747
2020-02-14 19:40:23,USER1184,3000,event3,81.6456680957
2020-02-14 20:35:17,USER9414,4000,event3,89.8097178603
2020-02-14 20:36:41,USER1980,1000,event3,19.9692096478
2020-02-14 23:53:55,USER0586,4500,event3,15.8662158826
2020-02-15 00:53:13,USER9872,500,event3,24.5397719124
2020-02-15 02:06:54,USER3482,8500,event1,6.6839481588
2020-02-15 02:21:36,USER0267,0,event2,7.0492959662
2020-02-15 03:51:11,USER1571,1500,event3,20.4317473282
2020-02-15 06:13:09,USER1154,8500,event3,28.5634074972
2020-02-15 06:19:09,USER3094,500,event3,89.0806240116
2020-02-15 07:40:45,USER1174,9000,event3,19.9577482743
2020-02-15 08:19:37,USER4473,500,event2,-2.1002215371
2020-02-15 09:53:51,USER7689,2500,event3,-7.928387868
2020-02-15 13:40:55,USER1169,3000,event3,32.353726814
2020-02-15 14:44:22,USER1355,0,event3,72.0745994792
2020-02-15 17:25:03,USER1443,4000,event1,12.6375440786
2020-02-15 17:39:16,USER1856,8500,event2,-1.11570599
2020-02-15 19:32:06,USER5227,9000,event1,55.2637294291
2020-02-15 22:09:17,USER3029,5000,event3,41.7157240901
2020-02-16 02:36:58,USER3845,3500,event3,50.9050908775
2020-02-16 05:58:05,USER9081,9000,event1,39.303023486
2020-02-16 08:12:38,USER5185,5500,event3,13.8153180832
2020-02-16 08:46:29,USER1828,0,event3,27.9931676921
2020-02-16 09:00:55,USER6222,2500,event3,40.1106188224
2020-02-16 09:44:26,USER4213,10000,event3,49.7647142463
2020-02-16 11:19:35,USER6281,4500,event3,87.8863394083
2020-02-16 15:52:21,USER3742,4000,event3,77.0448752221
2020-02-16 17:27:05,USER2356,9500,event3,-0.3800774192
2020-02-16 18:12:26,USER1574,5500,event3,57.5082499459
2020-02-16 21:15:56,USER4700,5500,event3,57.4704854347
2020-02-16 22:56:38,USER1578,0,event1,47.3257328947
2020-02-16 23:35:24,USER5540,5500,event2,9.007414004
2020-02-17 00:16:16,USER5592,5500,event3,12.751794454
2020-02-17 00:43:48,USER1690,10000,event1,88.071149489
2020-02-17 03:19:46,USER0906,4000,event2,41.8414832171
2020-02-17 03:27:52,USER5482,7000,event2,5.4761423827
2020-02-17 03:32:24,USER5693,6000,event3,-5.5156867568
2020-02-17 04:10:31,USER4304,5000,event3,1.8347011226
2020-02-17 04:16:59,USER6863,7000,event3,9.4396107177
2020-02-17 05:29:46,USER2904,9500,event2,5.9888746425
2020-02-17 06:30:59,USER8645,6000,event2,15.5204643522
2020-02-17 07:19:55,USER6891,7000,event3,33.3834403764
2020-02-17 09:31:11,USER1708,4500,event3,9.7607995991
2020-02-17 11:19:23,USER7099,4500,event3,-4.6761094532
2020-02-17 11:28:11,USER4382,3000,event3,43.5039064688
2020-02-17 11:43:40,USER4733,500,event3,7.2331996289
2020-02-17 11:59:52,USER4776,5000,event1,51.5708303022
2020-02-17 12:55:20,USER7210,5500,event3,-7.8478731805
2020-02-17 13:51:32,USER1881,500,event3,83.8429799852
2020-02-17 13:51:39,USER8128,9500,event3,42.303527284
2020-02-17 15:30:47,USER1368,6000,event2,-0.3686503916
2020-02-17 19:48:25,USER5871,6000,event2,17.8077900328
2020-02-17 21:04:07,USER0506,0,event3,83.1278497473
2020-02-17 21:51:13,USER0658,2500,event2,73.8078606717
2020-02-18 01:19:30,USER7568,2500,event3,54.1248328476
2020-02-18 03:32:45,USER9752,2000,event3,66.1465597046
2020-02-18 05:47:34,USER5513,4500,event3,43.1158258833
2020-02-18 06:48:35,USER2692,6000,event2,40.484938698
2020-02-18 07:09:33,USER1078,7500,event3,70.2896874514
2020-02-18 07:43:07,USER0062,2000,event3,50.2401694852
2020-02-18 09:56:07,USER6945,7000,event3,40.862886673
2020-02-18 10:45:44,USER7244,500,event2,70.5773867829
2020-02-18 13:10:03,USER3771,4000,event3,75.234276118
2020-02-18 14:07:47,USER0195,6500,event3,68.3447441399
2020-02-18 14:29:53,USER3012,3500,event3,4.2351477507
2020-02-18 14:57:02,USER4245,4000,event1,50.7627093639
2020-02-18 14:58:21,USER9181,9000,event3,85.0412688478
2020-02-18 14:59:53,USER6451,9500,event3,81.14764874
2020-02-18 18:25:15,USER0140,7000,event3,52.4901950725
2020-02-18 20:08:03,USER7938,10000,event3,40.3274611955
2020-02-18 20:58:31,USER8435,2000,event3,-4.7856789738
2020-02-18 20:59:52,USER0203,2000,event1,3.8229443499
2020-02-19 00:58:02,USER9067,3000,event3,51.8980852762
2020-02-19 03:07:01,USER8914,5000,event3,12.9068443982
2020-02-19 05:02:11,USER4674,3500,event3,58.0632877674
2020-02-19 07:09:38,USER9517,5500,event1,14.9860305375
2020-02-19 09:54:09,USER0293,9000,event1,89.5268632378
2020-02-19 10:31:33,USER5299,10000,event1,8.9741899485
2020-02-19 13:54:52,USER8751,6500,event3,21.3855805142
2020-02-19 14:03:52,USER2281,9000,event3,32.6994736124
2020-02-19 15:20:55,USER2937,8500,event3,17.8723389914
2020-02-19 15:39:28,USER6570,7000,event2,37.2647780058
2020-02-19 16:25:02,USER3014,9000,event3,51.7967924564
2020-02-19 21:03:26,USER8785,7500,event1,1.6030237145
2020-02-19 22:30:36,USER7568,2000,event1,66.2071584532
2020-02-20 00:59:59,USER3634,8500,event1,68.2357919206
2020-02-20 01:00:22,USER1795,5000,event3,43.8415195846
2020-02-20 01:21:34,USER5084,3000,event3,88.1549255644
2020-02-20 02:44:05,USER0279,1500,event3,23.310081368
2020-02-20 03:35:13,USER5115,1000,event2,84.9574141228
2020-02-20 04:25:05,USER6194,5000,event3,35.75494165
2020-02-20 06:20:26,USER5038,8500,event3,66.6714824064
2020-02-20 09:00:11,USER8355,3500,event1,55.5555440195
2020-02-20 10:31:32,USER7167,4000,event3,56.2365797208
2020-02-20 10:33:28,USER8611,6000,event3,-5.0597369541
2020-02-20 14:04:53,USER7188,9500,event2,49.8392389635
2020-02-20 14:16:05,USER1092,6000,event3,15.7191469367
2020-02-20 14:39:40,USER8700,3000,event3,33.7320909252
2020-02-20 15:20:26,USER6554,500,event3,31.6577755421
2020-02-20 15:33:08,USER7994,0,event3,0.5955855263
2020-02-20 18:06:01,USER3042,5500,event3,9.3767595544
2020-02-20 18:19:29,USER1184,9000,event1,-5.8863652836
2020-02-20 19:25:13,USER6149,2000,event2,53.7463060056
2020-02-20 20:07:40,USER1868,5500,event2,40.0472723938
2020-02-20 21:08:05,USER8733,8500,event3,75.6026050907
2020-02-20 21:37:20,USER5084,4500,event1,37.2782013132
2020-02-20 22:37:34,USER3743,0,event3,50.1717146605
2020-02-21 00:37:53,USER0309,0,event3,50.7848932061
2020-02-21 04:04:14,USER6555,7500,event2,-6.6785600593
2020-02-21 04:09:49,USER5362,9500,event3,3.3694890852
2020-02-21 04:33:40,USER4916,3500,event3,47.2395528492
2020-02-21 04:34:21,USER7581,8000,event1,26.6709015163
2020-02-21 08:07:26,USER9947,0,event3,15.3782209015
2020-02-21 09:27:41,USER3449,500,event2,24.4058172167
2020-02-21 10:50:29,USER7890,8000,event3,61.7081017454
2020-02-21 12:58:39,USER1656,9000,event3,36.5611263863
2020-02-21 13:34:08,USER4848,9500,event3,-4.5350463503
2020-02-21 14:23:13,USER1449,1500,event3,84.4829395873
2020-02-21 15:59:08,USER9726,5500,event3,27.161204502
2020-02-21 17:22:09,USER6672,8000,event3,45.683095415
2020-02-21 23:23:20,USER6110,10000,event3,68.2609742239
2020-02-22 00:19:00,USER5778,2500,event3,60.8589726209
2020-02-22 00:19:50,USER1591,3000,event1,3.9063048435
2020-02-22 00:47:52,USER0669,7000,event3,9.7383957681
2020-02-22 01:50:28,USER9010,3500,event3,31.4989144935
2020-02-22 03:26:33,USER1692,7000,event1,61.8768723044
2020-02-22 04:03:35,USER9265,3000,event3,-1.6906456315
2020-02-22 04:25:05,USER4247,0,event2,83.2250774658
2020-02-22 05:49:38,USER6649,1000,event3,11.1168312249
2020-02-22 05:58:16,USER4163,5500,event3,47.5150892595
2020-02-22 09:03:50,USER1544,0,event3,-4.266125108
2020-02-22 11:49:27,USER2277,1000,event3,20.9259514049
2020-02-22 12:27:07,USER4582,6000,event2,12.8436517807
2020-02-22 13:14:14,USER4346,4000,event3,25.6858651901
2020-02-22 14:24:44,USER6876,7000,event3,53.6189911371
2020-02-22 18:06:57,USER7988,8500,event2,3.7357197035
2020-02-22 19:20:42,USER3738,9000,event3,72.7886677911
2020-02-22 19:22:02,USER6909,0,event3,78.8806224751
2020-02-23 02:05:30,USER3963,5000,event3,42.2801073118
2020-02-23 03:09:57,USER5676,5000,event3,35.3191176943
2020-02-23 07:04:29,USER3077,2000,event3,21.7542853087
2020-02-23 14:39:47,USER2478,1000,event3,23.5335314772
2020-02-23 15:02:15,USER1889,9500,event2,31.6846725746
2020-02-23 15:09:43,USER4144,0,event3,56.4307090381
2020-02-23 15:37:20,USER8638,1500,event3,28.2677743767
2020-02-23 16:09:10,USER0267,4500,event3,29.0847734158
2020-02-23 17:35:01,USER9338,10000,event1,46.2988643888
2020-02-23 18:59:36,USER0870,2000,event3,64.5551265839
2020-02-24 03:09:55,USER0539,6500,event2,15.9113135089
2020-02-24 06:40:24,USER1933,7500,event3,81.1919924198
2020-02-24 13:08:39,USER0772,8000,event3,48.1949261852
2020-02-24 14:42:24,USER9313,4000,event1,89.2447299774
2020-02-24 15:00:55,USER5857,5500,event3,45.5286695888
2020-02-24 15:14:05,USER7634,8500,event3,-8.6756878106
2020-02-24 16:49:04,USER9569,3500,event3,52.2307954568
2020-02-24 17:34:36,USER9016,1000,event3,47.4998738738
2020-02-24 17:45:23,USER5834,7000,event3,24.3838178162
2020-02-24 18:36:05,USER6394,3000,event3,22.1469823786
2020-02-24 21:00:09,USER8178,8000,event3,4.6610673505
2020-02-24 21:01:25,USER1536,0,event3,16.6978691856
2020-02-24 23:21:20,USER6296,3000,event2,46.5434375842
2020-02-24 23:24:09,USER8948,4000,event3,74.4015964435
2020-02-25 00:23:15,USER5296,1000,event3,64.9385091633
2020-02-25 04:55:53,USER2743,3500,event3,40.548244452
2020-02-25 04:58:12,USER4973,9000,event3,11.0950661662
2020-02-25 05:02:53,USER7423,8000,event3,63.313672575
2020-02-25 08:28:49,USER4371,7000,event2,61.7092031136
2020-02-25 08:42:18,USER4724,7500,event3,6.4985704508
2020-02-25 10:11:01,USER3250,2000,event3,65.3382341033
2020-02-25 18:09:35,USER2526,9000,event3,5.317489487
2020-02-25 18:27:52,USER2402,9500,event3,19.283939123
2020-02-25 19:13:49,USER8127,9000,event3,78.9215350111
2020-02-25 22:51:09,USER1880,3000,event3,40.8623383912
2020-02-26 01:46:20,USER8965,9000,event3,22.6178197014
2020-02-26 02:16:34,USER4142,1000,event3,19.6239992866
2020-02-26 02:40:08,USER9002,2000,event3,-3.8196166066
2020-02-26 03:21:01,USER4400,8000,event3,10.8463012206
2020-02-26 04:52:57,USER9754,1000,event3,-4.3756156117
2020-02-26 05:32:18,USER6615,6500,event2,7.3519178632
2020-02-26 06:47:49,USER3395,10000,event3,18.4025034603
2020-02-26 07:46:00,USER6463,3500,event3,42.4363315531
2020-02-26 11:54:02,USER7137,4500,event1,46.6870008732
2020-02-26 12:38:09,USER3845,9000,event3,8.7290486742
2020-02-26 13:19:41,USER5848,1500,event3,3.5362947854
2020-02-26 14:13:52,USER5868,6500,event2,5.9744237049
2020-02-26 14:34:15,USER1565,2000,event1,15.7474809646
2020-02-26 16:29:51,USER6426,4000,event3,12.115166073
2020-02-26 18:01:13,USER1116,1000,event3,85.0543317988
2020-02-26 18:56:20,USER3311,9500,event2,5.539973656
2020-02-26 18:59:41,USER7376,3000,event3,-4.5165261517
2020-02-26 19:20:06,USER0429,3000,event3,-4.9203642736
2020-02-26 21:24:34,USER3062,8500,event3,42.1049713726
2020-02-27 00:18:46,USER6630,4000,event3,1.7522172583
2020-02-27 00:57:52,USER3308,1500,event1,8.3588390579
2020-02-27 01:26:35,USER1567,3000,event3,-7.7221070604
2020-02-27 02:09:40,USER2875,6500,event3,84.0568917222
2020-02-27 03:03:16,USER8434,10000,event1,-5.6073427914
2020-02-27 03:30:07,USER1626,5000,event3,20.5975341538
2020-02-27 06:19:38,USER9833,4000,event2,66.1627709999
2020-02-27 06:22:50,USER9184,6500,event3,23.5175171805
